"Role ID","Role Name","RSoundex"
1039,"Prince of Wales","P652"
1040,"Princess of France","P652"
1041,"Proculeius","P624"
1042,"Prologue","P642"
1043,"Proteus","P632"
1044,"Provost","P612"
1045,"Publius","P142"
1046,"Purgon","P625"
1047,"Putana","P350"
1048,"Queen","Q500"
1049,"Queen Isabel","Q521"
1050,"Queen Margaret","Q556"
1051,"Queen's First Lady","Q521"
1052,"Queen's Second Lady","Q522"
1053,"Quill","Q400"
1054,"Quince","Q520"
1055,"Quintus","Q532"
1056,"Rachel","R240"
1057,"Radio Announcer","R355"
1058,"Raleigh's Banner","R422"
1059,"Ralph","R410"
1060,"Ralph Damport","R413"
1061,"Lord Rambures","R516"
1062,"Ratcliffe","R324"
1063,"Ray Caulder","R243"
1064,"Reaper","R160"
1065,"Regnier","R256"
1066,"Reignier","R256"
1067,"Relling","R452"
1068,"Renaldo","R543"
1069,"Rev. Samuel Parris","R125"
1070,"Rev. Tooker","R132"
1071,"Reynaldo","R543"
1072,"Richard","R263"
1073,"Richard Dazzle","R263"
1074,"Richard Greatham","R263"
1075,"Richard II","R263"
1076,"Richard III","R263"
1077,"Richard Plantagenet","R263"
1078,"Richmond","R255"
1079,"Rivers","R162"
1080,"Robert","R163"
1081,"Robert Falconbridge","R163"
1082,"Robert Faulconbridge","R163"
1083,"Robert Law","R163"
1084,"Robert Shallow","R163"
1085,"Robin","R150"
1086,"Robin Starveling","R152"
1087,"Rocky Pioggi","R221"
1088,"Rode","R300"
1089,"Roderigo","R362"
1090,"Rodney Bevan","R351"
1091,"Roebuck Ramsden","R122"
1092,"Roger","R260"
1093,"Roland","R453"
1094,"Roman Captain","R552"
1095,"Roman Citizen","R552"
1096,"Roman Guard","R552"
1097,"Roman Lord","R554"
1098,"Roman Soldier","R552"
1099,"Romeo","R500"
1100,"Ropero","R160"
1101,"Rosalind","R245"
1102,"Rosaline","R245"
1103,"Rose Trelawny","R236"
1104,"Rosencrantz","R252"
1105,"Rosetti","R230"
1106,"Rover","R160"
1107,"Rowland Lacy","R453"
1108,"Roy Caulder","R243"
1109,"Rudolph","R341"
1110,"Ruffian","R150"
1111,"Rufus Piggott","R121"
1112,"Rugby","R210"
1113,"Rumour","R560"
1114,"Russell","R240"
1115,"Ruth","R300"
1116,"Rysio","R200"
1117,"Sailor","S460"
1118,"Salanio","S450"
1119,"Salarino","S465"
1120,"Salario","S460"
1121,"Salerino","S465"
1122,"Salisbury","S421"
1123,"Salisbury Banner","S421"
1124,"Sampson","S512"
1125,"Sandor Turai","S536"
1126,"Sandy Lord","S534"
1127,"Sandy Tyrell","S533"
1128,"Sasha","S200"
1129,"Saturninus","S365"
1130,"Satyr","S360"
1131,"Savage","S120"
1132,"Scar Edwards","S263"
1133,"Scavenger Woman","S215"
1134,"Scholar","S246"
1135,"Scottish Doctor","S232"
1136,"Scribe","S261"
1137,"Sea Captain","S213"
1138,"Sebastian","S123"
1139,"Second Citizen","S253"
1140,"Second Court Lord","S253"
1141,"Second Lady","S253"
1142,"Second Lord","S253"
1143,"Second Merchant","S253"
1144,"Second Murderer","S253"
1145,"Second Royal Groom","S253"
1146,"Second Scholar","S253"
1147,"Second Servant","S253"
1148,"Second Trojan Woman","S253"
1149,"Second Watch","S253"
1150,"Second Watchman","S253"
1151,"Second Wench","S253"
1152,"Second Witch","S253"
1153,"Seleucus","S422"
1154,"Sempronius","S516"
1155,"Senator","S536"
1156,"Senator Montano","S536"
1157,"Senator Norval Hedges","S536"
1158,"Sentry","S536"
1159,"Sedan Chair Bearer","S352"
1160,"Sergeant","S625"
1161,"Servant","S615"
1162,"Servant to Antony","S615"
1163,"Servant to Boyet","S615"
1164,"Servant to King","S615"
1165,"Servant to Petruchio","S615"
1166,"Servilius","S614"
1167,"Seth Billings","S314"
1168,"Sewing Machine Man","S525"
1169,"Sexton","S235"
1170,"Seyton","S350"
1171,"Shallow","S400"
1172,"Sheperd","S163"
1173,"Shepherd","S163"
1174,"Sheriff","S610"
1175,"Shriner","S656"
1176,"Shylock","S422"
1177,"Sicilius","S242"
1178,"Sidney Black","S351"
1179,"Silence","S452"
1180,"Silvia","S410"
1181,"Silvius","S412"
1182,"Sim","S500"
1183,"Simpcox","S512"
1184,"Simpcox's Wife","S512"
1185,"Simple","S514"
1186,"Singer","S526"
1187,"Sir Andrew Aguecheek","S653"
1188,"Sir Eglamour","S624"
1189,"Sir Harry","S660"
1190,"Sir Henry Green","S656"
1191,"Sir Hugh Evans","S621"
1192,"Sir James Blount","S625"
1193,"Sir John Blunt","S625"
1194,"Sir John Bushy","S625"
1195,"Sir John Colville","S625"
1196,"Sir John Falstaff","S625"
1197,"Sir Lucius O'Trigger","S642"
1198,"Sir Nathaniel","S653"
1199,"Sir Oliver Martext","S641"
1200,"Sir Piers of Exton","S616"
1201,"Sir Richard Vernon","S662"
1202,"Sir Stephen Scroop","S623"
1203,"Sir Thomas Erpingham","S635"
1204,"Sir Thomas Grey","S635"
1205,"Sir Toby Belch","S631"
1206,"Sir William Gladsdale","S645"
1207,"Sir William Gower","S645"
1208,"Siward","S630"
1209,"Sizwe Bansi","S215"
1210,"Slacker","S422"
1211,"Slade","S430"
1212,"Slender","S453"
1213,"Sly","S400"
1214,"Smith","S530"
1215,"Snare","S560"
1216,"Snout","S530"
1217,"Snug","S520"
1218,"Humphrey, Duke of Gloster","H516"
1219,"Soldier Attendant","S436"
1220,"Soldier to Macbeth","S436"
1221,"Solinus","S452"
1222,"Solyony","S450"
1223,"Somerset","S562"
1224,"Son to Master Gunner","S535"
1225,"Soothsayer","S326"
1226,"Soranzo","S652"
1227,"Sostrata","S236"
1228,"Spaniard","S156"
1229,"Spartacist","S163"
1230,"Sparticist","S163"
1231,"Spinster","S152"
1232,"Spirit","S163"
1233,"Sprite","S163"
1234,"Squeezum","S225"
1235,"Squire","S260"
1236,"Stage Manager","S325"
1237,"Stanley","S354"
1238,"Starveling","S361"
1239,"Stephano","S315"
1240,"Steve Crandall","S312"
1241,"Stranger","S365"
1242,"Street Musician","S363"
1243,"Subtle","S134"
1244,"Suffolk","S142"
1245,"Sumner","S556"
1246,"Supervacuo","S161"
1247,"Surrey","S600"
1248,"Surveyor","S616"
1249,"Susanna Walcott","S254"
1250,"Sven","S150"
1251,"Swiss Cheese","S222"
1252,"Switzer","S326"
1253,"T. Stedman Harder","T233"
1254,"Tailor","T460"
1255,"Tamora","T560"
1256,"Tapster","T123"
1257,"Tavern Wench","T165"
1258,"Taylor","T460"
1259,"George  Tesman","G623"
1260,"The Bastard","T123"
1261,"The Cook","T220"
1262,"The Duchess","T322"
1263,"The Player","T146"
1264,"The Statue","T233"
1265,"Theseus","T220"
1266,"Thief","T100"
1267,"Third Citizen","T632"
1268,"Third Mrymidon","T635"
1269,"Third Musician","T635"
1270,"Third Pastor","T631"
1271,"Third Player","T631"
1272,"Third Watch","T633"
1273,"Third Wench","T635"
1274,"Third Witch","T633"
1275,"Thomas","T520"
1276,"Thomas Martinez","T525"
1277,"Thomas More","T525"
1278,"Thomas Mowbray","T525"
1279,"Thomas Stockman","T522"
1280,"Thomas Wallingford","T524"
1281,"Thurio","T600"
1282,"Thyreus","T620"
1283,"Tillie","T400"
1284,"Timandra","T553"
1285,"Timoteo","T530"
1286,"Titania","T350"
1287,"Titania's Attendant","T352"
1288,"Titinius","T352"
1289,"Titinus","T352"
1290,"Titus Andronicus","T325"
1291,"Toinette","T530"
1292,"Tom Hoffnung","T515"
1293,"Tom Snout","T525"
1294,"Tom Twist","T532"
1295,"Torchbearer","T621"
1296,"Touchstone","T223"
1297,"Townsman","T525"
1299,"Townsperson","T521"
1300,"Tracey Lord","T624"
1301,"Tragedian","T623"
1302,"Tranio","T650"
1303,"Traveller","T614"
1304,"Treat","T630"
1305,"Trebonius","T615"
1306,"Tribune","T615"
1307,"Trick Cyclist","T622"
1308,"Trinculo","T652"
1309,"Triolus","T642"
1310,"Tristram","T623"
1311,"Troilus","T642"
1312,"Trojan Soldier","T625"
1313,"Troll","T640"
1314,"Troll Courtier","T642"
1315,"Trumpeter","T651"
1316,"Tubal","T140"
1317,"Tulus Audifus","T423"
1318,"Tunbelly","T514"
1319,"Tusenbach","T251"
1320,"Tutor to Rutland","T363"
1321,"TV Voice","T112"
1322,"Twitch","T320"
1323,"Tybalt","T143"
1324,"Tyler Rayburn","T466"
1325,"Tyrrel","T640"
1326,"Ulysses","U422"
1327,"Uncle Ben","U524"
1328,"Uncle Willie","U524"
1329,"Ursula","U624"
1330,"Valentine","V453"
1331,"Valere","V460"
1332,"Valeria","V460"
1333,"Valvert","V416"
1334,"Varrius","V620"
1335,"Varro","V600"
1336,"Vaughn","V250"
1337,"Ventidius","V533"
1338,"Verges","V622"
1339,"Vernon","V655"
1340,"Vestal","V234"
1341,"Vincentio","V525"
1342,"Vintner","V535"
1343,"Viola","V400"
1344,"Violet","V430"
1345,"Violin","V450"
1346,"Vladimir","V435"
1347,"Volpone","V415"
1348,"Voltemand","V435"
1349,"Volumnia","V455"
1350,"Volumnius","V455"
1351,"Waiter","W360"
1352,"Walt","W430"
1353,"Walter Sands","W436"
1354,"Ward","W630"
1355,"Warder","W636"
1356,"Wart","W630"
1357,"Watch","W320"
1358,"Wench","W520"
1359," Earl of Westmoreland","W235"
1360,"Whit","W300"
1361,"Whitmore","W356"
1362,"Widow","W300"
1363,"Widow of Florence","W311"
1364,"William","W450"
1365,"William Page","W451"
1366,"Willie","W400"
1367,"Willy Loman","W445"
1368,"Wine Vendor","W515"
1369,"Winston","W523"
1370,"Wint Selby","W532"
1371,"Witch","W320"
1372,"Wolsey","W420"
1373,"Woman","W550"
1374,"Woman 2","W550"
1375,"Woman in Audience","W555"
1376,"Worthy","W630"
1377,"Yeoman Snare","Y552"
1378,"York","Y620"
1379,"York's Servant","Y622"
1380,"York's Servingman","Y622"
1381,"Young Gravedigger","Y522"
1382,"Young Lucius","Y524"
1383,"Young Man","Y525"
1384,"Young Margaret","Y525"
1385,"Young Marlow","Y525"
1386,"Young Siward","Y522"
1387,"Younger Son","Y526"
1391,"Tutor to Arragon","T363"
1392,"Dock Captain","D222"
1393,"Woodville","W314"
1394,"Governor of Paris","G165"
1395,"Lockit","L223"
1396,"Tribulation Wholesome","T614"
1397,"Wholesome","W425"
1398,"Lord of Sicilia","L631"
1399,"Lieb","L100"
1400,"Bigot","B230"
1401,"Friendly","F653"
1402,"Messala","M240"
1403,"Béralde","B643"
1404,"John Rugby","J562"
1405,"Marshal","M624"
1406,"Kit Carson","K326"
1407,"Autolycus","A342"
1408,"Jack Chesney","J222"
1409,"Duke Mantee","D255"
1410,"Cornelius Hackl","C654"
1411,"Charles Courtly","C642"
1412,"Lt. Yolland","L345"
1413,"Posthumus Leonatus","P235"
1414,"Count de Guiche","C533"
1415,"Chris Keller","C622"
1416,"Poppy","P100"
1417,"Clark Storey","C462"
1418,"Pedant","P353"
1419,"Adolphus Cusins","A341"
1420,"Philip Brown","P411"
1421,"Jimmy Farrell","J516"
1422,"Mae","M000"
1423,"Rutherford Selig","R361"
1424,"Ianos","I520"
1425,"Artesius","A632"
1426,"Wooer","W600"
1427,"Dr. Daniel Pearce","D635"
1428,"Kenneth Talley, Jr.","K533"
1429,"Sam","S500"
1430,"Banquo","B520"
1431,"Louis LaFarge","L241"
1432,"Roman Senator","R552"
1433,"Berowne","B650"
1434,"King Henry V","K525"
1435,"Lord Lafew","L634"
1436,"Alexandre Dumas, fils","A425"
1437,"Translator","T652"
1438,"Mihai Antonescu","M535"
1439,"Hamish McLennan","H525"
1440,"Lord Ben Silk","L631"
1441,"Whipper Wellington","W164"
1442,"Contest Winner","C532"
1443,"none","N500"
1444,"Lady Faulconbridge","L314"
1445,"Duchess of Gloucester","D221"
1446,"Cariola","C640"
1447,"Doll Tearsheet","D436"
1448,"Thaisa","T200"
1449,"Maria Voynitsky","M615"
1450,"Woman Attendant","W553"
1451,"Society Lady","S234"
1452,"Lady of Sicilia","L312"
1453,"Dorcas","D622"
1454,"Donna Lucia d'Alvadorez","D542"
1455,"Wife","W100"
1456,"Barmaid","B653"
1457,"Marianne","M650"
1458,"Peasant's Wife","P253"
1459,"Old Woman","O435"
1460,"Peasant Mother","P253"
1461,"Mrs. Hedges","M623"
1462,"Mrs. Soerby","M622"
1463,"John of Gaunt","J512"
1464,"Calphurnia","C416"
1465,"Mrs. Bradman","M621"
1466,"Mrs. Blair","M621"
1467,"Marc Antony","M625"
1468,"Dr. Pinch","D615"
1469,"Ambrose Kemper","A516"
1470,"Mrs. Whitefield","M623"
1471,"Mark Meddle","M625"
1472,"Trafalgar","T614"
1473,"Austria","A236"
1474,"Hodge","H320"
1475,"Anfisa","A512"
1476,"First Senator","F623"
1477,"Tutor","T360"
1478,"Cardinal Bourchier","C635"
1479,"Sir James Blunt","S625"
1480,"Scarus","S262"
1481,"Gerrold","G643"
1482,"Hymen","H550"
1483,"Lord Berkeley","L631"
1484,"Gardener","G635"
1485,"Stable Groom","S314"
1486,"Verona Family Mother","V651"
1487,"Mary Cavan Tyrone","M621"
1488,"Second Guard to the Prince","S253"
1489,"Edmund Tyrone","E355"
1490,"Josie Hogan","J225"
1491,"Lady Elizabeth","L342"
1492,"Gentleman of Cyprus","G534"
1493,"Thaliard","T463"
1494,"Speed","S130"
1495,"Porter's Man","P636"
1496,"Anne Bullen","A514"
1497,"Thersites","T623"
1498,"Queen Elizabeth","Q542"
1499,"Blanch of Spain","B452"
1500,"Isabella","I214"
1501,"Dol Common","D425"
1502,"Face","F200"
1503,"Singing Fairy","S525"
1504,"Luce","L200"
1505,"Regan","R250"
1506,"Hume","H500"
1507,"King Henry VI","K525"
1508,"Mosca","M220"
1509,"Puck","P220"
1510,"Lewis","L420"
1511,"Lewis XI","L220"
1512,"Michael Astrov","M242"
1513,"Hector","H236"
1514,"Surly","S640"
1515,"Simon Stimson","S552"
1516,"Magickal Prakticioner","M222"
1517,"Mary L.","M640"
1518,"Blanche DuBois","B452"
1519,"Stella Kowalski","S342"
1520,"Mrs. Malaprop's Maid","M625"
1521,"Mother Courage","M362"
1522,"Kattrin","K365"
1523,"Dorine","D650"
1524,"The Painter","T153"
1525,"Good Angel","G352"
1526,"Josyanne","J250"
1527,"Dolly Levi","D441"
1528,"Mrs. Mossop","M625"
1529,"Mervin","M615"
1530,"Wrestler","W623"
1531,"Abergavenny","A162"
1532,"Denny","D500"
1533,"Politic","P432"
1534,"Lord Abergavenny","L631"
1535,"Sir Anthony Denny","S653"
1536,"Fashion","F250"
1537,"Prince Thomas","P652"
1538,"Hopkins","H125"
1539,"Kitty Duval","K331"
1540,"Hedda Gabler","H321"
1541,"Kitty Verdun","K316"
1542,"Chorus Member","C625"
1543,"Paula","P400"
1544,"Widow Capilet","W321"
1545,"Vegetable Vendor","V231"
1546,"Mercutio's Page","M623"
1547,"Florentine Lord","F465"
1548,"Judith Anderson","J335"
1549,"Agnes","A252"
1550,"Governor's Daughter","G165"
1551,"Natasha","N320"
1552,"Goneril","G564"
1553,"Regina Giddens","R252"
1554,"Valdes","V432"
1555,"The Archbishop of Canterbury"," 621"
1556,"MacBeth Soldier","M213"
1557,"Graaberg","G616"
1558,"Mary Boyle","M614"
1559,"Servingman","S615"
1560,"Coal Block Vendor","C414"
1561,"Furniture Man","F653"
1562,"Lady Amaranth","L356"
1563,"Mutius","M320"
1564,"Jane"," 250"
1565,"Malin","M450"
1566,"Dorcas Bellboys","D622"
1567,"Second Citizen Of Angiers","S253"
1568,"Simon Catling","S552"
1569,"Hugh Rebeck","H261"
1571,"Antiochus","A532"
1572,"Lord Chancellor","L632"
1573,"Second Gentleman","S253"
1574,"Posthumous","P235"
1575,"Sandys","S532"
1576,"Prospero","P621"
1577,"Shoemaker","S526"
1578,"Strato","S363"
1579,"Thomas Percy, Earl of Worcester","T521"
1580,"Earl of Worcester","E641"
1581,"Sasha Smirnoff","S225"
1582,"Francis Nurse","F652"
1583,"Serebryakov ","S616"
1584,"Richard Scroop","R263"
1585,"Mercade","M623"
1586,"Actor","A236"
1587,"Shepherd's Servant","S163"
1588,"Paulina's Musician","P452"
1589,"Florizel","F462"
1590,"Ruby","R100"
1591,"Tybalt's Page","T143"
1592,"Young John Talbot","Y522"
1593,"Italian Soldier","I345"
1594,"Sir Martin Frobisher","S656"
1595,"Orchestra Director","O622"
1596,"Sicinius Velutus","S252"
1597,"Hero","H600"
1598,"Pompey's Oar","P512"
1599,"Bartholomew","B634"
1600,"English Drummer","E524"
1601,"Dauphin's Banner Bearer","D152"
1602,"Bigot's Banner Bearer","B232"
1603,"Lady Anne","L350"
1604,"Wanda","W530"
1605,"Grace Harkaway","G626"
1606,"Myra Arundel","M665"
1607,"Cromwell","C654"
1608,"Judith Bliss","J331"
1609,"Lady Gay Spanker","L322"
1610,"Juno"," 250"
1611,"Coaxer","C260"
1612,"Katie","K300"
1613,"Lord Ross","L636"
1614,"Welsh Captain","W422"
1615,"Wesley","W240"
1616,"Michael Williams","M244"
1617,"Halprin","H416"
1618,"Candidate","C533"
1619,"Patrick Connor","P362"
1620,"Officer Phelan","O126"
1621,"Greg  Withrow","G623"
1622,"Salerio","S460"
1623,"Snobby Price","S511"
1624,"Henry McNeil","H565"
1625,"Bob Hedges","B132"
1626,"Rene Du Parc","R531"
1627,"Worms","W652"
1628,"Caius Lucius","C242"
1629,"Angel"," 524"
1630,"Toma","T500"
1631,"Dog"," 320"
1632,"Ghost"," 223"
1633,"Patient","P353"
1634,"Student","S335"
1635,"Henderson","H536"
1636,"Bernard Nightingale","B656"
1637,"Officer Brophy","O126"
1638,"Chapuys' Attendant","C123"
1639,"Harry Binion","H615"
1640,"Christopher Mahon","C623"
1641,"John Willard","J546"
1642,"Prince Humphrey","P652"
1643,"George Gibbs","G622"
1644,"Kastril","K236"
1645,"Duke of Bretagne","D211"
1646,"Blind Man","B453"
1647,"Eglamour","E245"
1648,"Protean","P635"
1649,"Lord of France","L631"
1650,"Lord of Florence","L631"
1651,"Marquess of Montague","M622"
1652,"Sextus Pompeius","S232"
1653,"Christian Merchant","C623"
1654,"Jewish Citizen","J223"
1655,"Christian Citizen","C623"
1656,"Styles","S342"
1657,"Buntu","B530"
1658,"Queen Elinor","Q545"
1659,"Timothea Stiles","T532"
1660,"Francisca","F652"
1661,"Mistress Elbow","M236"
1662,"First Watch"," 162"
1663,"Ensemble","E525"
1664,"Curtain Page","C635"
1665,"Lady Constance","L325"
1666,"Cerimon","C655"
1667,"Lane","L500"
1668,"Card Player","C631"
1669,"Vigilance Committee","V245"
1670,"John Henry West","J556"
1671,"Mamillius","M542"
1672,"Martin"," 563"
1673,"Mayor of York","M616"
1674,"Timon","T550"
1675,"Time","T500"
1676,"Ross","R200"
1677,"Virgin","V625"
1678,"Servant to Cornwall","S615"
1679,"Second Senator","S253"
1680,"Spy","S100"
1681,"Lord Rivers","L636"
1682,"Jemmy Twitcher","J533"
1683,"Cloris","C462"
1684,"Ship Master","S152"
1685,"Angiers Banner Bearere","A526"
1686,"Mr. Witherspoon","M636"
1687,"Chamberlain","C516"
1688,"Hotspur's Soldier","H321"
1689,"Second Traveler","S253"
1690,"Drinker","D652"
1691,"Falstaff's Soldier","F423"
1692,"Jamy","J500"
1693,"Gramp Maple","G651"
1694,"Shepherdess","S163"
1695,"Fiend","F530"
1696,"Cathleen","C345"
1697,"Hawthorne Hawkins","H365"
1698,"Alvar","A416"
1699,"Townswoman","T525"
1700,"Disa","D200"
1701,"Hired Girl","H632"
1702,"Roger Bolingbroke","R261"
1703,"Mate","M300"
1704,"Saunder Simpcox","S536"
1705,"Lear's Attendant","L623"
1706,"Gloucester's Attendant","G422"
1707,"Albany Soldier","A415"
1708,"Leo Hubbard","L163"
1709,"Member of Cade's Mob","M516"
1710,"Helga","H420"
1711,"Ernst Nebelung","E652"
1712,"Froth von Blume","F631"
1713,"Son","S500"
1714,"York Soldier","Y622"
1715,"Norwegian Captain","N625"
1716,"Danish Soldier","D522"
1717,"Muriel McComber","M645"
1718,"Stephen Gardiner","S315"
1719,"Donald","D543"
1720,"Blanche of Spain","B452"
1721,"English Doctor","E524"
1722,"Hecate","H230"
1723,"Lavache","L120"
1724,"Brother Dumain","B636"
1725,"Earl of Richmond","E641"
1726,"French Gentleman","F652"
1727,"Italian Gentleman","I345"
1728,"Old Lady","O434"
1729,"Abbot of Westminster","A131"
1730,"Elizabeth, Lady Grey","E421"
1731,"Diana Trapes","D536"
1732,"Jenny Diver","J531"
1733,"G-Man","G550"
1734,"Mechanical","M252"
1735,"Dr. Glass","D624"
1736,"Labourer","L166"
1737,"Yefim","Y150"
1738,"Old Mahon","O435"
1739,"Thomas Putnam","T521"
1740,"Dull","D400"
1741,"Hired Man","H635"
1742,"Ned Collier","N324"
1743,"Lord Say","L632"
1744,"Cicero","C260"
1745,"Sillers","S462"
1746,"Piano Player","P514"
1747,"Egeon","E250"
1748,"English Ambassador","E524"
1749,"Sid Davis","S331"
1750,"Mr. Malone","M654"
1751,"Pallbearer","P416"
1752,"Hector Sr.","H236"
1753,"Dr. Baugh","D612"
1754,"Melun","M450"
1755,"Suitor to Helena","S363"
1756,"Florentine Soldier","F465"
1757,"Antonio's Man","A535"
1758,"Filch","F420"
1759,"Soot Hudlocke","S334"
1760,"Phoebe","P100"
1761,"Courtesan Girl","C632"
1762,"Henry VI","H561"
1763,"Sinnet","S530"
1764,"Prince of Arragon","P652"
1765,"Archbishop of Canterbury","A621"
1766,"Cornwall","C654"
1767,"Sir Michael","S652"
1768,"Falstaff's Page","F423"
1769,"Theodosia","T320"
1770,"Queen Katherine","Q523"
1771,"Banner Bearer","B561"
1772,"Ismene","I255"
1774,"Second Voice","S253"
1775,"Teddy Brewster","T316"
1776,"Lieutenant Rooney","L355"
1777,"Cardinal Wolsey","C635"
1778,"First Traveler","F623"
1779,"John Proctor","J516"
1780,"John Worthing, J.P.","J563"
1781,"Senator of Venice","S536"
1782,"Man in the Auditorium","M553"
1783,"Constable Warren","C523"
1784,"Stephen Spettigue","S315"
1785,"Chorus Leader","C624"
1786,"Mr. Chisholm","M622"
1787,"Capulet","C143"
1788,"Smith the Weaver","S533"
1789,"Horace Giddens","H622"
1790,"Duke of Vienna","D211"
1791,"Father who killed his son","F362"
1792,"Royal Soldier","R424"
1793,"Nanny","N500"
1794,"King's Officer","K522"
1795,"The Chaplain","T214"
1796,"Sir Walter Herbert","S643"
1797,"John Faustus","J512"
1798,"Horse Hallen","H624"
1799,"Paramour","P656"
1800,"Sarah","S600"
1801,"Elizabeth Imbrie","E421"
1802,"Liz Imbrie","L251"
1803,"Linda","L530"
1804,"Amour","A560"
1805,"Horace Vandergelder","H621"
1806,"Piero","P600"
1807,"Judge William S. Hart Finlay","J324"
1808,"Prince of Aragon","P652"
1809,"Cardinal Pandulph","C635"
1810,"Colm Primrose","C451"
1811,"Richard Landau","R263"
1812,"Mark","M620"
1813,"Weston","W235"
1814,"C. Elliot Friday","C431"
1815,"Hallam Matthews","H455"
1816,"Karl Hudlocke","K643"
1817,"Pastor Manders","P236"
1818,"Marchese Carlo di Nolli","M622"
1819,"Sir Walter Blunt","S643"
1820,"Willie Oban","W415"
1821,"Hugo Kalmar","H224"
1822,"Le Bret","L163"
1823,"Monsieur de Brissaille","M526"
1824,"Siegfried Sassoon","S216"
1825,"John of Lancaster","J514"
1826,"Humphrey of Gloucester","H516"
1827,"Fang","F520"
1828,"Lord Coleville","L632"
1829,"Shadow","S300"
1830,"Eberkopf","E162"
1831,"Thin Person","T516"
1832,"Denver Parmenter","D516"
1833,"Mister Jones","M236"
1834,"Ruark","R620"
1835,"Voice","V200"
1836,"Solveig","S412"
1837,"Madman","M355"
1838,"Strange Passenger","S365"
1839,"Mr. Webb","M610"
1840,"Andrew Undershaft","A536"
1841,"Mrs. Baines","M621"
1842,"American","A562"
1843,"Servant to Sly","S615"
1844,"Tawny Coat for Winchester","T523"
1845,"Harriet Baldwin","H631"
1846,"Kari","K600"
1847,"Mourner","M656"
1848,"Walker Harris","W426"
1849,"Gabriel","G164"
1850,"Mr. Hardache","M663"
1851,"Fireman","F655"
1852,"Elomire","E456"
1853,"Dr. Finache","D615"
1854,"Edward, Prince of Wales","E363"
1855,"Doctor Finache","D236"
1856,"Third Man","T635"
1859,"Frances","F652"
1860,"Jerry","J600"
1861,"Palamon","P455"
1862,"Dennis Payne","D521"
1863,"Doug Fantom","D215"
1864,"Telegraph Boy","T426"
1865,"Conventioneer","C515"
1866,"Lambert Le Roux","L516"
1867,"Henry Farrell","H561"
1868,"Henry ","H560"
1869,"Gardener's Man","G635"
1870,"Exton's Man","E235"
1871,"Valentine Coverly","V453"
1872,"Gros-René","G626"
1873,"Volscian Soldier","V422"
1874,"Henry Blake","H561"
1875,"Augustus Newcastle","A223"
1876,"Cominius","C552"
1877,"Voltimand","V435"
1878,"Mrs. Overdone","M621"
1879,"Attendant Lady","A353"
1880,"Roman Officer","R551"
1881,"Conspirator","C521"
1882,"George Holland","G624"
1883,"Lord Clifford","L632"
1884,"Second Gardener","S253"
1885,"Street Peddler","S363"
1886,"Masque Dancer","M223"
1887,"First Gentlewoman","F623"
1888,"Scottish Soldier","S232"
1889,"Lady of Olivia's Court","L314"
1890,"Dick, a Butcher","D221"
1891,"Sir Politic Wouldbe","S614"
1892,"Court Gentleman","C632"
1893,"Second Venetian Gentleman","S253"
1894,"Third Venetian Gentleman","T631"
1895,"Friar Patrick","F661"
1896,"Captain Macheath","C135"
1897,"Wat Dreary","W336"
1898,"Leonine","L550"
1899,"Boult","B430"
1900,"Whore","W600"
1901,"Duke of Buckingham","D211"
1902,"Scrivener","S261"
1903,"Lord Aimworth","L635"
1904,"Gypsy Vagabond","G121"
1905,"Orange Girl","O652"
1906,"Matt","M300"
1907,"Ed","E300"
1908,"M. Bonnefoi","M151"
1909,"Haberdasher","H163"
1910,"Edward Poins","E363"
1911,"Another Drawer","A536"
1912,"Mouldy","M430"
1913,"Beadle","B340"
1914,"Officer of Venice","O126"
1915,"Mrs. Webb","M621"
1916,"Professor Willard","P612"
1917,"Si Crowell","S264"
1918,"Farmer McCarthy","F656"
1919,"Brabantio's Servant","B615"
1920,"Commedian","C535"
1921,"Florentine Lady","F465"
1922,"Gypsy Woman","G125"
1923,"Margery Jourdain","M626"
1924,"Wrath","W630"
1925,"Lord to Duke Frederick","L633"
1926,"Page to Duke Frederick","P233"
1927,"Page to Duke Senior","P233"
1928,"Macduff Child","M231"
1929,"Almady","A453"
1930,"Lackey","L220"
1931,"Young Martius","Y525"
1932,"Spinster's Servant","S152"
1933,"Townchild","T524"
1934,"Conspirator With Aufidius","C521"
1935,"Emperor","E516"
1936,"Servant to Brabantio","S615"
1937,"Soldier on Cyprus","S436"
1938,"Timmy","T500"
1939,"Mrs. McLain","M625"
1940,"Madame Arcati","M356"
1941,"Bollinger","B452"
1942,"Davy","D100"
1943,"August","A223"
1944,"Soldier to Don Pedro","S436"
1945,"Hugh Oatcake","H232"
1946,"Tressel","T624"
1947,"Steward","S363"
1948,"Mrs. Prentice","M621"
1949,"Mildred","M436"
1950,"Lily Miller","L454"
1951,"Bartender","B635"
1952,"Pheobe Rice","P162"
1953,"Graham Dodd","G653"
1954,"Mrs. Telfer","M623"
1955,"Lenny Magrath","L552"
1956,"Doer","D600"
1957,"Band Member","B535"
1958,"Olga","O420"
1959,"Olga Prozorov","O421"
1960,"Irina Prozorov","I651"
1961,"Jimmy","J500"
1962,"Honey Camden Brown","H525"
1963,"Peggy","P200"
1964,"Hospital Nurse","H213"
1965,"Lolo ""Landolf""","L445"
1966,"Franco ""Harald""","F652"
1967,"Katherine","K365"
1968,"Sir John Bracy","S625"
1969,"Francis","F652"
1970,"Food Seller","F324"
1971,"Sister Claire","S236"
1972,"Milkmaid","M425"
